,x,y,color
74,198.8710395695868,257.7861491453009,1
75,276.32285967398013,210.285893245714,0
76,242.2532311586409,169.39351002101202,0
77,255.34583607267552,251.4760411204206,0
78,151.13891018701293,277.9354041323498,1
79,138.9186652110501,314.38384341581406,1
80,218.0184887582369,253.90466485310668,0
81,201.6220784645752,239.3424409165015,0
82,170.2419126999888,221.2104506532397,1
83,263.24000022781973,201.1466854163732,0
84,245.66354846937065,299.2264058918963,0
85,138.21990871938425,211.5045021549872,1
86,86.30718240586597,260.1166026838522,1
87,312.886541334189,219.4741646544,0
88,168.3139980633041,199.74205445665828,1
89,275.09454380192346,254.37947832844017,0
90,117.58885792229805,231.858937025542,1
91,188.6299347924343,247.260098622677,1
92,83.96086678651724,298.4959216140928,1
93,88.28308082579066,233.85410857672568,1
94,248.9322553863032,246.35754408538187,0
95,244.74266863491044,223.8526759769157,0
96,298.203058241628,171.62051170391567,0
97,241.0354199948225,219.4454331534816,0
98,115.46689260183602,241.51572453147668,1
99,156.5781445098064,183.5420020675093,1
100,218.06624847532595,241.9488774057097,0
101,133.82910172000214,250.24563093136643,1
102,302.2620542080325,267.67788218986595,0
103,113.62947773995684,200.40765293370688,1
104,124.71548185212436,212.96576866082768,1
105,239.95106776668905,218.68777475713364,0
106,290.01972916407743,227.5266852630672,0
107,261.2663981165033,216.2738924725153,0
108,248.1960734903147,214.05025220487016,0
109,222.76255570059607,202.49216950635684,0
110,162.1252959258343,233.7659953011804,1
111,211.6725834222666,243.17783128881933,1
112,252.90030964871733,287.98677938027834,0
113,292.0675045079883,255.4983423036976,0
114,236.6685831747336,259.2270439380332,0
115,225.1236173086118,191.0682720425162,0
116,126.87075715469342,208.26900590589992,1
117,166.5190488360954,263.59539143488666,1
118,282.8217764129639,259.0223043627329,0
119,146.04803665779414,196.54779994604465,1
120,292.2175155944261,276.83026566119224,0
121,262.7089798560164,280.65588697086486,0
122,278.13781080544715,257.61206982599776,0
123,262.20590775867936,220.9154924855277,0
124,285.562604815158,237.87906481654085,0
125,249.0965947416634,201.25703920530745,0
126,188.22364371300964,263.52374553553625,1
127,268.48472317281124,242.3421223721644,0
128,210.73434027038144,227.5257309095325,0
129,246.8844526434072,230.6768962334289,0
130,284.20325822625864,199.58653190026644,0
131,247.06559844894545,217.077853249743,0
132,86.99026523399775,287.7595208140536,1
133,130.7354963839386,242.72159898058,1
134,132.75227300898922,290.14494661579573,1
135,273.53498960338726,187.4500799529215,0
136,315.81285869590624,232.3949874039629,0
137,131.79779995955792,244.77493834004508,1
138,130.53101207424,273.0691446166551,1
139,110.10238092619107,227.28981815397336,1
140,291.4982282450157,251.1545317206956,0
141,247.5067114202593,265.1121559709284,0
142,137.57758675214586,221.2023384202441,1
143,281.2972007866226,183.00473573362137,0
144,137.1488270741757,216.54526617911955,1
145,255.8768019451864,252.13520951898835,0
146,119.02132113311887,236.8565490862852,1
147,139.94703716824228,198.18228451435016,1
148,102.9794538315416,273.4135250712675,1
149,95.73062647890144,247.7249013873674,1
150,90.06081328741934,244.270164654506,1
151,265.57582472077445,279.2126581713696,0
152,277.0061787824132,244.91924367062765,0
153,140.02713838890887,220.73642897601871,1
154,273.8428605633149,225.0433641076014,0
155,301.700002805354,182.0990839576337,0
156,171.25478915343925,245.6366237106332,1
157,166.2881162259053,266.168102182972,1
158,203.2933937618297,251.4658111259372,0
159,235.8079785476192,240.58692989655827,0
160,198.7436140197772,256.7715995900412,1
161,266.0258594234692,198.144922752982,0
162,108.3084182254023,240.2080085749874,1
163,95.1610864572645,209.5387102980029,1
164,144.62322212128686,274.6498135712112,1
165,252.42107675557645,239.2839265299317,0
166,119.85394547573394,268.920965840232,1
167,114.83774570397884,205.2304926766289,1
168,147.5071954676361,193.3772268370255,1
169,267.78769474378447,210.85618432985825,0
170,270.12310775437925,252.14803877871063,0
171,283.0860192314943,250.41858466955065,0
172,241.2274176277328,243.24103114246537,0
173,98.51646501207796,237.7744399320986,1
174,294.3604847974352,187.6801578874581,0
175,171.87812221235558,243.02220119414264,1
176,240.3353616033245,219.1986082447196,0
177,194.47195016159228,216.4366493796537,1
178,284.2713945415934,238.4296508808404,0
179,291.4587057778579,222.65026948814165,0
180,251.15898284041447,212.52755243079068,0
181,247.5161084985951,245.93990618477005,0
182,226.3886826847616,267.6203182112117,0
183,246.8236414870697,203.74629999093432,0
184,232.6361147461991,214.0836973963084,0
185,257.91720284811646,216.54548677446,0
186,274.04876876233425,234.7236624464282,0
187,162.8717442944919,186.78313505198216,1
188,152.02303729576377,210.37111507554908,1
189,158.84979828521637,182.2424757616762,1
190,128.9358498168762,222.40491304636404,1
191,174.5930340230358,195.97078336979865,1
192,260.7323717034448,262.44800662732183,0
193,257.776236394414,241.3518657716052,0
194,281.77802640042665,235.03394646826163,0
195,160.9209300111904,204.59443737728307,1
196,131.68288795567668,241.04084858195947,1
197,117.15597534266522,234.52788011488903,1
198,232.8654699796485,219.7846211361142,0
199,291.75516870086125,240.20913837845896,0
200,226.1918585123313,210.0684404881232,1
201,185.7077927173229,212.01436188593263,1
202,264.42407604304447,224.54038294667308,0
203,80.41955388488564,283.3863796799418,1
204,177.91056158981334,248.31763894986625,1
205,109.18671690423464,263.8542760491954,1
206,226.1942689539064,242.98216746026537,1
207,151.16551951399978,307.9994315727963,1
208,244.27333845868463,193.6196097269752,0
209,113.84402642872976,190.49338793958657,1
210,119.57174412745717,218.9097068198974,1
211,88.7414403855398,299.1310873946178,1
212,249.01898673380728,261.01147393328625,0
213,292.80246628481325,203.83181209923737,0
214,175.33370550426474,229.67956299961747,1
215,290.0450302703838,277.9096395517887,0
216,267.9605352163964,184.8299905916329,0
217,236.0764706747097,237.2747388998628,0
218,300.94346520166505,289.3400445288719,0
219,170.41479158283414,212.9475436813673,1
220,284.5140853102501,215.507104012959,0
221,114.64303739022616,268.4783721075398,1
222,159.88311273975785,299.70825774039645,1
223,135.97646280586886,272.0921429129521,1
224,273.89607100900554,198.74610477534523,0
225,200.07969624164167,206.28021543254923,0
226,196.32324101606287,227.3609459857746,1
227,280.2965071062637,301.7190929102412,0
228,224.86378409321048,265.2367668106492,0
229,156.31832469674768,237.33423329634024,1
230,248.9875558647714,170.59195062401002,0
231,201.82912342957803,210.1795891308033,0
232,220.5375626584455,225.90960730999527,0
233,162.00960875938054,205.3874143063965,1
234,244.3316118094188,232.06276324071035,0
235,149.21153243690665,233.7561238524885,1
236,144.79053509428616,301.929767352688,1
237,166.99119908519856,181.84174519728583,1
238,105.05141670411209,240.43091673702887,1
239,256.1892103773107,214.7468879100235,0
240,118.81157428691984,230.47426280871449,1
241,190.2779927598088,273.82400376282567,1
242,151.6097258797244,212.8925822000526,1
243,244.05689024624832,263.26623495233423,0
244,234.8268914066451,181.90557015111608,0
245,309.6708391635779,273.62886145455803,0
246,302.7355232197176,273.9661782249256,0
247,294.1993617618802,190.166597664148,0
248,265.47969766531816,303.35620231784594,0
249,147.79481704968677,304.98517046801834,1
250,257.5029736555794,229.3119341919552,0
251,259.3987027038577,194.54910234411963,0
252,268.9601324081112,202.2066475809448,0
253,276.4322952795162,240.09223733719944,0
254,226.4798834247726,255.81520347117927,0
255,207.4608551780392,279.6147097570118,0
256,213.68582124831653,226.21186704572244,0
257,115.86724050554722,214.9433455223566,1
258,168.40810593770522,278.6428719123751,1
259,197.18950839763244,202.0377089722623,0
260,242.7508276043665,260.08807140094234,0
261,269.7724502578422,260.6217234037391,0
262,291.9963071309333,217.5939932861777,0
263,251.85397117558787,227.72879698164283,0
264,118.02063097901896,235.3017579695349,1
265,255.82602276003425,238.008526019426,0
266,195.7319536855473,253.00488835589283,1
267,180.6725916339504,269.782613608317,1
268,117.25175689567664,184.09469609850493,1
269,175.1361424879563,173.2277747521261,1
270,127.08512865186238,298.5271331727155,1
271,153.76280883836975,229.23070133726736,1
272,308.7791119976227,277.2135610819499,0
273,316.5212964613208,211.0446489997645,0
274,285.2434517122,188.9623721055424,0
275,156.08734660101538,285.09837336385107,1
276,211.9395467698532,233.4829202857447,0
277,239.9790181942933,248.71090423405747,0
278,270.1416085977469,203.4676441310681,0
279,138.45589751273485,193.990365242832,1
280,271.7743603965644,243.65312506266272,0
281,156.96691015419793,199.2446795613642,1
282,306.69855849376296,243.843064500507,0
283,112.01089003335107,250.3110730081838,1
284,245.61321384423263,166.02167395452355,0
285,279.4980490791457,229.383509332212,0
286,202.54625795911988,273.5057269308717,1
287,145.7398756234752,244.7017706919711,1
288,155.973777968694,315.8694971139127,1
289,148.1021553641358,214.8383894773962,1
290,207.3525990551298,242.14637089194792,0
291,274.7623674724193,235.6217000056461,0
292,161.3401672050652,232.0030198800576,1
293,181.0016562046717,189.30817381132184,1
294,248.3941344407769,233.72550559943244,0
295,299.5223561673832,191.3724426114088,0
296,203.42311112805507,265.2863635567305,1
297,156.37804761987098,255.1747430591793,1
298,159.23414013575325,236.59950207286985,1
299,269.3457873541575,229.4557076075179,0
300,285.7089135255752,270.4130154692305,0
301,233.3324417770021,189.2452215023568,0
302,180.9687427278609,292.9475667627991,1
303,160.97417326053693,284.6884110827688,1
304,258.09243562142706,260.4244738381108,0
305,178.77016262560653,240.68076613982248,1
306,281.7935787307626,184.43503709413903,0
307,156.6935934362455,237.7804123414367,1
308,175.26627275699957,226.27192170708503,1
309,232.84338022931672,178.69501225811337,0
310,264.985362445865,195.79694680430103,0
311,114.06662641893018,219.4472870573532,1
312,166.7106638586292,257.5552268199609,1
313,124.99094993321302,307.3549324285426,1
314,288.9841874088276,214.9176887831177,0
315,205.85181330863503,250.7185291068972,0
316,238.16812834999087,296.0055020608123,0
317,142.41693117564932,250.18494665231168,1
318,141.6606983451082,174.70644087207214,1
319,304.3759596889764,233.18162580828127,0
320,307.40617889665486,195.5753963235835,0
321,234.08298006173985,252.47740424001813,0
322,179.03465986005045,247.0406644620693,1
323,147.88910766421043,271.19638332572373,1
324,244.57515107082145,243.89914606430435,0
325,145.25962012811954,220.9449522079436,1
326,284.8044683644824,240.74825502862407,0
327,229.279633199262,260.65281557619915,0
328,192.6702177029989,223.99248100183328,1
329,189.795553426542,301.13443846688506,1
330,261.6056888827917,312.77535824344505,0
331,168.19223975288816,214.5753281999647,1
332,224.2637067201066,257.57804486071,0
333,296.1223148466647,210.257475266452,0
334,246.04744813105737,235.5629506362163,0
335,180.09365775770246,237.2871424369048,1
336,160.31494874432065,201.49042578055787,1
337,149.5843724798055,201.77474216337663,1
338,284.5077875948147,187.3238588242918,0
339,171.50296733800553,287.76535649570025,1
340,120.98227679580134,293.8153485121396,1
341,113.9345439879819,306.7797307226169,1
342,316.14908808593657,260.3700375648961,0
343,145.77911897638776,273.73938525018417,1
344,158.9211103047669,244.1781598298417,1
345,118.69055306017098,266.1708054065904,1
346,141.73706913349187,152.0652008819241,1
347,252.27293372224344,166.32292824022204,0
348,215.77558314123144,247.4208151098332,0
349,103.41844018503632,222.98812357685267,1
350,134.34887446860188,291.86468481278075,1
351,78.00493041907563,217.4816291637211,1
352,113.27637112383624,322.6558086253157,1
353,161.90353258653374,242.4612184197649,1
354,106.38535390016116,280.047943407583,1
355,268.86979190650084,260.39388958144286,0
356,195.4135660349393,264.557271360965,1
357,155.37087379642605,267.670195970867,1
358,282.7430122042751,215.3628730833952,0
359,131.55605607224112,269.77419738595347,1
360,212.6122153340301,228.34215711388973,0
361,283.67705967836616,259.9791155026318,0
362,249.3635331738268,224.59643256235853,0
363,211.73656272695075,228.5511499366985,1
364,89.11127402454264,203.11038703236576,1
365,325.38726025678886,236.7565181250324,0
366,130.4921186686739,235.03995329361243,1
367,149.8164575794418,194.4773949661492,1
368,240.2146963944596,276.2122614033109,0
369,281.7277174243978,236.82732232759736,0
370,263.88817979294987,221.2425650354896,0
371,179.34224059489102,232.8527940923498,1
372,249.6445516042444,217.60389418093973,0
373,165.39610551997575,273.549507555648,1
374,258.84536934451205,196.218198829286,0
375,78.68249567069368,245.4177043579652,1
376,164.9791768614803,210.4709096871252,1
377,187.08302643431657,223.9242343083659,1
378,153.30357949051395,244.67748525048827,1
379,270.5036991017841,215.84777096169773,0
380,161.08312007770547,278.94529678745,1
381,221.7609062605461,208.13597723016693,0
382,120.15029931047349,224.02406118831044,1
383,276.63355501645776,190.43442843059245,0
384,131.69283129851007,192.87947556042536,1
385,254.28511976553,263.39268312244087,0
386,212.37924000102493,291.0975366114687,0
387,263.5070236057897,209.7209570020668,0
388,176.20630994849552,284.9177840821054,1
389,132.53204674660412,224.36080320493187,1
390,121.971472054233,232.64884330463047,1
391,148.13631869799264,233.2320047093081,1
392,293.8033555878584,181.2265448927506,0
393,121.40815392416482,294.5805392628875,1
394,153.44330123642183,232.6814409341059,1
395,136.0021673017925,303.7938895712937,1
396,321.4006679345538,208.5639942289681,0
397,125.2558852106202,186.31321840802184,1
398,197.44678025579745,264.710860684165,1
399,189.66312173654225,209.6486587031557,1
400,165.6478506741369,200.41507333880008,1
401,283.5364819450064,207.3428182832516,0
402,297.84871354353857,258.6120472330373,0
403,162.5219007883285,267.06382175460163,1
404,274.9889253497618,175.75509585014805,0
405,240.6063809144764,187.920851019046,0
406,73.220777430995,215.9722943195531,1
407,279.9722826090248,212.1213807454862,0
408,103.1641250960392,248.3882734895573,1
409,166.93722222925504,198.7793765299496,1
410,124.39363568552672,307.5833991501466,1
411,146.27026481154869,225.922501699422,1
412,55.55299251365175,226.0401323863993,1
413,137.40535970602468,174.3364247675637,1
414,217.20106062359028,243.83005382551684,1
415,168.59185934443715,228.89052473841912,1
416,223.1930159337966,200.497249150905,0
417,178.47089350501878,204.94330693401287,1
418,308.61732974309655,227.8666897020057,0
419,196.58456625753192,270.598020244971,1
420,176.14648134747344,276.319619161274,1
421,150.9079022748676,188.42860601272247,1
422,200.2689068162425,250.1850559672144,0
423,83.19701929990195,286.1023762269278,1
424,140.90231965808732,190.8939820396659,1
425,232.2569011045781,295.5905116362791,0
426,122.60543528808488,196.14172578107963,1
427,121.74310216878752,221.7609827487917,1
428,84.10186588833933,199.4990793283392,1
429,118.031899089194,204.6663326654612,1
430,232.56888244798333,233.7749667711329,0
431,269.0612617926811,249.9353351701275,0
432,132.0993322959265,297.1975958575764,1
433,203.57148010014552,227.5551583853837,1
434,308.61535689403246,194.15806021345344,0
435,253.65232274662844,170.8679002329484,0
436,162.84035986042693,271.7899752782217,1
437,264.96553976238295,274.8238971189648,0
438,267.93322426001123,234.5084256954161,0
439,148.02655853351982,172.04634032568688,1
440,221.7063064066638,228.2341637358498,0
441,276.8920691825508,209.4720302800326,0
442,270.9386781673276,238.70501695431545,0
443,163.54498914646962,239.2987231618096,1
444,269.4479230483443,192.34403571602687,0
445,299.37489194220564,213.2520756366536,0
446,178.9135775713512,294.8803231593748,1
447,100.83456080929002,275.10109670091407,1
448,276.8780781256772,220.28876461064127,0
449,206.13956559140527,259.27589741739257,0
450,263.84132473459965,262.30549494465475,0
451,125.84280118267266,295.3766450623421,1
452,123.18877171999556,232.79660326888305,1
453,217.7434410945668,209.41921558728183,0
454,287.04765405780034,277.1488943420077,0
455,131.85818356558784,241.61180078270883,1
456,124.46802132310236,211.343825923032,1
457,289.8634536756221,213.41246468378844,0
458,140.89298206542412,244.0901495600108,1
459,121.02724544673464,199.6731300625558,1
460,266.27484431394674,288.50886127705087,0
461,94.41116376100236,218.0487812473144,1
462,250.77260099308296,196.76256501336667,0
463,195.56988940258623,291.2047833936004,1
464,303.54410065888976,198.2758540111862,0
465,268.1237679920998,266.8840327490539,0
466,282.1576339884541,294.53950718765475,0
467,241.4760608666529,219.899573404545,0
468,239.3551750414299,196.09358890844368,0
469,203.44578449125785,251.52806283117283,1
470,265.90780153032824,215.5039916900211,0
471,206.64362764415137,241.98210113725244,0
472,221.91292220921045,251.99930680295023,0
473,235.19669712658785,275.84658006626233,0
474,70.74288808529249,259.3742652788349,1
475,147.25579156446804,170.6014949925143,1
476,207.45629833880835,297.9975155556376,1
477,166.70254479773087,303.9446985345271,1
478,125.320694579322,194.222318720677,1
479,287.7543199378762,229.647672169568,0
480,212.3945850711124,294.6064273084701,0
481,263.8349916528229,177.26456108482114,0
482,147.71150761307086,197.5339753625236,1
483,152.05468302669598,199.38867389323605,1
484,138.54547380459053,221.4619502856636,1
485,302.0474073622053,216.2318926927456,0
486,282.97993992467366,197.0982789953253,0
487,264.7964717620823,184.9276956483701,0
488,200.5857911428749,246.47295794640456,0
489,304.6279514668174,206.82147130934376,0
490,256.3676159500842,218.80682511348303,0
491,268.3794982859933,222.5308938498248,0
492,255.88256760501764,256.3081295883622,0
493,291.9033883503879,266.4091475564493,0
494,252.6805607547972,301.94421690133413,0
495,169.69341488717646,211.10495473026725,1
496,284.19244288971504,182.33005466504787,0
497,294.3616728942151,271.32130151332336,0
498,250.95053939242345,222.8046100655278,0
499,273.7599605510576,289.952366981454,0
500,255.56347372848032,241.090501703142,0
501,273.5861092575583,218.31911204145,0
502,116.04985220577386,278.3873389469248,1
503,268.5673479817936,214.79601123500785,0
504,206.648437847344,248.88146116858312,1
505,109.42558436606468,310.8639792040837,1
506,255.2811247791076,211.67428971270945,0
507,205.74726857213776,248.4879008586566,1
508,252.06892516967605,254.11827980657856,0
509,172.83707271499287,243.7998792690672,1
510,139.78087720714774,234.6112092429549,1
511,152.3626546389924,278.1478349880319,1
512,149.22379162569106,306.0984476777673,1
513,224.08371380976456,255.41534637974792,0
514,179.17508521852494,234.085141949185,1
515,226.514787513708,198.254837648162,0
516,227.85948071734657,265.7060357251674,0
517,139.2924109289343,314.9195464334565,1
518,263.50802730337136,201.34350054607168,0
519,139.3132241017844,197.3349579954125,1
520,265.57537653149177,213.92233593522167,0
521,133.58373084902215,210.0946876825496,1
522,117.26271699902262,269.6175447462097,1
523,204.7947552205492,214.90703685794745,0
524,127.57613224015503,222.4605251010049,1
525,197.66051192508,191.9002809162323,0
526,260.6439790594775,246.1399738102781,0
527,219.1839937398708,235.93678283327267,0
528,320.6429352330919,262.4614807026673,0
529,147.6487092785369,222.50408133797595,1
530,92.9512716495924,236.4928571116104,1
531,251.56078034339623,209.1553217300164,0
532,103.4592031994329,207.90512194530243,1
533,229.2609039371721,258.98687607952803,0
534,75.53354222186944,264.4078034012323,1
535,278.58832095905666,173.2041427940263,0
536,172.84789434624776,247.3402494438217,1
537,157.746087383777,312.4314325073775,1
538,272.36533673456256,191.6771905385136,0
539,316.1863174887856,226.6463032084212,0
540,292.2556147272254,271.0428753810953,0
541,150.64729539367147,232.06051694034664,1
542,238.07749614267632,270.1221030163526,0
543,88.75301794716322,290.365336465818,1
544,140.05219476855788,237.5439607857729,1
545,137.09309412117491,225.5146463090172,1
546,156.47036075892214,237.3797474706182,1
547,147.40546237820325,304.383758999657,1
548,157.29254734888443,197.82080952603184,1
549,103.35554652711131,257.9329841966393,1
550,64.97559843123422,197.4780364360869,1
551,238.91343410519403,228.5940796896676,0
552,182.841016851054,267.7228224194411,1
553,140.25476614629466,265.4040523892457,1
554,242.8612188467048,234.83534502252155,0
555,254.2612466186642,236.84388240060065,0
556,148.8661618865354,276.49365125760147,1
557,252.05743604595864,181.52929385731125,0
558,280.55143880259874,241.02461056509225,0
559,273.3478527351031,274.7469913291845,0
560,268.7620529119826,182.2628113840864,0
561,261.57360248211444,260.869310127118,0
562,141.62601751474875,304.02101625109333,1
563,253.07915022695545,287.914057970717,0
564,316.25197934706364,245.7153976636747,0
565,192.10947290232664,230.2128768379655,1
566,137.9535791521703,254.41421386910525,1
567,200.940050626434,174.91555481484664,0
568,110.69455813487558,223.73943953356388,1
569,123.81691644963624,206.78352349139595,1
570,87.57485420776648,221.85508003296604,1
571,174.57176787818383,201.64352528673567,1
572,175.51274671547588,196.47930273608148,1
573,125.11445416002556,245.5312021012797,1
574,294.10008138629854,253.22228955645787,0
575,106.55091736455012,261.9698382342337,1
576,242.37010020328515,225.761290881807,0
577,100.78342724134184,216.2541325919795,1
578,110.20513214392972,259.1199106778298,1
579,272.2438818047256,257.75724135415936,0
580,226.7930287519628,213.80282969329312,0
581,115.52432410088085,234.9221257953693,1
582,147.62367687199855,261.683057735068,1
583,154.73792273093866,214.1425810055237,1
584,232.1566927041088,238.15329664652245,0
585,273.00252477808056,248.2839033090981,0
586,106.327695940698,282.7034330741136,1
587,215.63973278853777,222.22530828814243,0
588,283.1420193105317,242.0243759943889,0
589,130.49560537232497,241.6986216807684,1
590,248.03082375953977,234.7523779174084,0
591,142.57374682213612,231.02555672874584,1
592,267.26731284278,211.23861957886328,0
593,246.38538510964528,251.2332612964429,0
594,95.8491508236084,256.5006539863824,1
595,251.21207983378864,239.16229121630244,0
596,272.90525492921853,294.7854304786474,0
597,232.43339536175776,237.50336851301304,0
598,173.90548220556397,262.4466893519317,1
599,270.928470142968,232.1393824565205,0
600,141.99793754880324,195.78877220456368,1
601,141.4570676034562,206.0263354141086,1
602,93.08464538854142,268.55798983641023,1
603,281.6138700978538,217.12787616522647,0
604,132.37724604067097,266.9477416559593,1
605,128.34022139508835,293.11244323646554,1
606,284.933525574548,235.22327559070345,0
607,206.9095939072646,209.50618557873503,1
608,170.6764458226457,208.00504888126343,1
609,113.06907698290516,217.15930468903628,1
610,239.64446164321689,223.50147381484865,0
611,150.40698285691596,182.81021340920768,1
612,204.38113547094088,222.66746924251373,1
613,278.34355197794054,207.3983798053113,0
614,281.99263389963585,202.9596958290549,0
615,165.8756616831331,254.81029088825807,1
616,259.3938867554645,202.35367322168813,0
617,193.92893234294127,247.6516629791779,1
618,202.8931115935912,282.0364132390582,1
619,174.32585395315417,239.1023811952584,1
620,181.3859376575991,214.46382376438925,1
621,135.95133217379544,204.2126260040689,1
622,123.8893702906169,227.4317021159034,1
623,271.2486059527406,224.46481735556952,0
624,228.5913036928956,199.4440209289023,0
625,207.98901480641143,209.78203567656905,0
626,266.0413251422832,187.7369616680246,0
627,163.4611281909503,253.68609333576583,1
628,267.5752336899582,195.04268280232745,0
629,91.90317103486022,319.45989113574615,1
630,269.26907336685593,204.65570970167832,0
631,129.8318666759795,211.08141932243848,1
632,164.29647319862718,195.4196220330265,1
633,313.9402510118106,245.1681851233409,0
634,260.1114954331761,244.76771958149035,0
635,299.490273330245,233.8999963748749,0
636,239.04725898902083,188.2878130595368,0
637,251.8339875173241,230.1444463046094,0
638,240.8008841523547,239.8705943016193,0
639,277.3110285722712,292.53940489074165,0
640,213.0507896410865,219.3038115419719,0
641,211.80721482084653,214.85567187053664,1
642,148.621571519663,195.52963962501337,1
643,253.0629908597137,241.5717890257405,0
644,139.26808691042103,322.7410884111377,1
645,238.1205029355943,192.89782817520103,0
646,137.30727579204762,296.902191097092,1
647,156.58205686300562,285.24033074292134,1
648,207.23385738013351,191.9920534713104,0
649,213.9958423288305,249.84309623945416,1
650,166.6252736812035,175.93287831493106,1
651,151.14969039131515,217.2982459937343,1
652,292.9895967045011,234.251828538337,0
653,221.49007788299184,295.49144449993696,0
654,249.40859408399024,265.0746384543372,0
655,282.69701620496545,195.81000358277623,0
656,170.0899832432185,190.1168612548489,1
657,126.40450573523124,233.6708569451625,1
658,100.55128521311605,278.62667541618885,1
659,232.947229754128,204.6159503830506,0
660,226.44086223462148,279.8790571644887,0
661,214.70409409668684,203.1772578956875,0
662,297.9212098339848,206.2015338571993,0
663,243.4357618031825,273.04966215427146,0
664,114.00285084299682,218.3963746892704,1
665,253.87026820017152,285.3210889621057,0
666,293.255062253378,212.1705361537637,0
667,270.47764465595986,197.42585707013967,0
668,252.44241021441127,299.69275602198206,0
669,306.47584130056134,237.76921565120097,0
670,159.195809043339,295.7780487701866,1
671,149.05649526426504,311.33440242646816,1
672,88.24857292363671,293.292878709586,1
673,133.8926522885125,272.9801270050424,1
674,141.33251915074771,251.19802708889304,1
675,120.26745591132394,262.3426277162451,1
676,117.55630884708522,157.8825430646987,1
677,205.4037397062298,214.14301323421185,0
678,124.7916195191832,285.0480738920997,1
679,160.51531172535937,252.40672708646773,1
680,300.9736004648822,227.3286696076412,0
681,226.3010198711065,292.6363196202966,0
682,268.5750049915852,269.0813482964669,0
683,175.7489353470678,221.76905093270287,1
684,258.12494288586095,235.8466092083852,0
685,233.4736480405796,234.1245665924025,0
686,115.68581899922322,245.0617080071601,1
687,214.2069815466848,261.0780451892474,0
688,266.5659810254702,243.4054925502837,0
689,144.60599747339904,256.25994392605344,1
690,244.7941387281434,193.12080050883287,0
691,113.98736425281912,239.99069118151752,1
692,97.7608008588466,227.10608477660824,1
693,227.9781214442989,249.7146381366201,0
694,206.1328352385655,237.0841071332328,0
695,245.1341125449052,168.0489184130683,0
696,162.70157615787016,242.1196997627333,1
697,151.34686570197448,189.9157352747372,1
698,313.02008947558807,231.6863934792601,0
699,134.5352984668003,184.92889702952465,1
700,103.0419227961543,254.80053236359305,1
701,126.6568520138895,232.78668127910743,1
702,239.7732429988608,253.1594584103977,0
